,Num,Type,Name,Address,Score,Phone
0,1359208703,"치킨,닭강정",또래오래 청송안덕점,경북 청송군 안덕면 안덕로 74,none,054-872-2828
1,1122605068,"카페,디저트",그린체어커피,경북 청송군 안덕면 청송로 1791 1층 좌측,none,0507-1423-6590
2,31933146,중식당,자금성,경북 청송군 안덕면 안덕로 66,4.71,054-872-1211
3,11588560,"카페,디저트",한농식품,경북 청송군 안덕면 신노래길 2-5,none,054-874-3950
4,37721106,"백반,가정식",새수덕식당,경북 청송군 안덕면 안덕로 58,none,054-872-0064
5,1478285866,한정식,풍경,경북 청송군 안덕면 복리길 25,4.62,054-873-5239
6,36951138,한식,대궐안집,경북 청송군 안덕면 방호정로 136,none,054-872-5330
7,1668001224,국밥,마선생 마약국밥 청송점,경북 청송군 안덕면 청송로 1791,none,054-872-9988
8,15593467,"치킨,닭강정",치킨플러스,경북 청송군 안덕면 안덕로 86,none,054-872-8019
9,1439901579,한식,명덕식당,경북 청송군 안덕면 안덕로 36,4,054-872-8836
10,36461221,소고기구이,정대감한우한마리,경북 청송군 안덕면 명당1길 28,none,none
11,1622962699,"족발,보쌈",서울왕족발 안덕점,경북 청송군 안덕면 명당2길 16,none,054-873-1011
12,15593506,중식당,중국성,경북 청송군 안덕면 안덕로 72-1,4.23,054-872-0582
13,15593470,"육류,고기요리",안덕식육식당,경북 청송군 안덕면 안덕로 63-2,none,054-872-5959
14,37400460,한식,칼낙동네,경북 청송군 안덕면 안덕로 43,4.26,054-872-4353
15,20436163,한식,농원식당,경북 청송군 안덕면 안덕로 74-1,none,none
16,15593518,중식당,북경반점,경북 청송군 안덕면 안마길 1,none,054-872-0948
17,1876638088,한식,정대감가든,경북 청송군 안덕면 명당1길 28,none,054-873-4883
18,1010929038,고기뷔페,성덕고기뷔페,경북 청송군 안덕면 안덕로 30,none,none
19,15905502,"치킨,닭강정",초근통닭,경북 청송군 안덕면 안덕로 70-4,none,none
20,15593689,한식,대구식당,경북 청송군 안덕면 명당1길 21,none,054-872-0885
21,15593592,한식,농원식당,경북 청송군 안덕면 명당리 589,none,054-872-4555
22,37381693,"육류,고기요리",명당고기나라,경북 청송군 안덕면 안덕로 61,4.27,054-872-1202
23,1004706787,다방,건영다방,경북 청송군 안덕면 안마길 4,none,054-872-6990
24,15593855,한식,은하가든,경북 청송군 안덕면 청송로 1817,none,none
25,15905912,한식,방호정가든,경북 청송군 안덕면 방호정로 162-16,none,none
26,15905657,한식,건영식당,경북 청송군 안덕면 안덕로 81,none,none
27,15593916,한식,신성가든휴게소,경북 청송군 안덕면 방호정로 3,none,054-872-6399
28,239992808,한식,콩쥐분식,경북 청송군 안덕면 명당리 376-7,none,054-872-1113
29,1189399775,"순대,순댓국",돈꼬순대국밥 안덕점,경북 청송군 안덕면 안덕로 63,none,054-872-1122
30,36442275,다방,천지커피숍,경북 청송군 안덕면 안덕로 78,none,054-873-1007
31,1855312838,한식,성덕식당,경북 청송군 안덕면 안덕로 30,none,054-874-2224
32,15593373,다방,동신다방,경북 청송군 안덕면 노하길 18-1,none,054-872-0246
33,15593603,한식,청수식당,경북 청송군 안덕면 안덕로 69-25,none,054-872-5034
34,15905708,생선회,미정회식당,경북 청송군 안덕면 안덕로 84-3,none,none
35,15593579,단란주점,월드단란주점,경북 청송군 안덕면 명당2길 14,none,054-872-6544
36,15593393,다방,학다방,경북 청송군 안덕면 명당리 434-1,none,054-872-0057
37,1487126845,한식,한양식당,경북 청송군 안덕면 청송로 1791,none,none
38,15593377,다방,강변다방,경북 청송군 안덕면 명당리 432-1,none,054-872-0383
39,15593363,다방,솔다방,경북 청송군 안덕면 명당2길 14,none,054-872-1055
40,184761450,한식,안덕해장국,경북 청송군 안덕면 안덕로 78,none,054-872-0451
41,35655372,다방,연지다방,경북 청송군 안덕면 안덕로 57,none,054-872-4456
42,15593588,한식,흥부식당,경북 청송군 안덕면 명당2길 12,none,054-872-7304
43,20432259,한식,강원식당,경북 청송군 안덕면 안덕로 76,none,none
44,1848177534,다방,비목다방,경북 청송군 안덕면 안덕로 66,none,054-872-1212
45,31902354,다방,현커피숍,경북 청송군 안덕면 명당1길 26,none,054-872-1222
46,32628641,다방,능금다방,경북 청송군 안덕면 안덕로 72-1,none,054-872-0105
47,952784459,다방,국화다방,경북 청송군 안덕면 안덕로 58-1,none,054-872-6886
48,1288034910,다방,삼일다방,경북 청송군 안덕면 안덕로 91,none,054-872-0031
49,1797451607,한식,꿀밤나무식당,경북 청송군 안덕면 명당1길 14,none,054-872-3213
50,15905539,한식,송죽식당,경북 청송군 안덕면 안덕로 61,none,none
51,20252262,다방,호수다방,경북 청송군 안덕면 명당리 434-1,none,054-872-8822
52,1126347151,"치킨,닭강정",옛날통닭치킨호프,경북 청송군 안덕면 안덕로 74,none,054-872-2828
53,1121696580,한식,황금돼지,경북 청송군 안덕면 안덕로 54,none,054-873-0045
54,1038571793,다방,천마다방,경북 청송군 안덕면 안덕로 36,none,none
55,21593597,다방,정가다방,경북 청송군 안덕면 명당1길 12,none,054-872-4500
56,1006507174,한식,강가네식당,경북 청송군 안덕면 명당2길 2,none,none
57,1094554146,다방,큰돌다방,경북 청송군 안덕면 명당리 436,none,054-872-0115
58,15593356,다방,옥다방,경북 청송군 안덕면 명당리 389-1,none,054-872-7676
59,1822379716,다방,수정다방,경북 청송군 안덕면 안덕로 93,none,none
60,1064831327,국밥,손큰국밥 청송도평점,경북 청송군 현동면 청송로 2638-1 (남청송농협 하나로마트 앞.),none,054-873-5985
61,11801333,"치킨,닭강정",멕시카나치킨 도평점,경북 청송군 현동면 청송로 2660,none,054-872-7212
62,37690595,한식,천지갑산가든,경북 안동시 길안면 충효로 1317,none,054-822-0467
63,38521024,테이크아웃커피,쿡앤커피마루,경북 청송군 현동면 도평3길 9 1층,none,054-872-8168
64,37129296,피자,서울피자앤치킨,경북 청송군 현동면 도평관길 12,none,0507-1470-7972
65,1427209705,한식,길안선비골장수촌,경북 안동시 길안면 충효로 466,none,010-9313-5522
66,1895481482,카페,해인갤러리카페,경북 청송군 현동면 새마을로 5493 2층,none,0507-1387-3536
67,33928141,"오뎅,꼬치",투다리 청송현동점,경북 청송군 현동면 청송로 2646,none,054-872-8090
68,1991844845,"치킨,닭강정",만냥치킨호프,경북 청송군 현동면 청송로 2655 만냥치킨호프,none,010-3377-5685
69,15592240,중식당,서울반점,경북 청송군 현동면 도평관길 12,4.26,054-872-3316
70,15592347,기사식당,수복기사식당,경북 청송군 현동면 새마을로 5478,4.44,054-872-6951
71,1775490058,한정식,동해식당,경북 청송군 현동면 청송로 2644,4.15,054-872-5999
72,1896886794,한식,가야정,경북 청송군 현동면 청송로 2651,none,054-874-1999
73,31436948,베이커리,빵마루베이커리,경북 청송군 현동면 청송로 2662,4.15,054-873-0049
74,1803069122,"치킨,닭강정",호식이두마리치킨,경북 청송군 현동면 새마을로 5468,none,054-872-1684
75,1255897330,중식당,돈이짬뽕 현동점,경북 청송군 현동면 도평5길 5-1,none,none
76,15592343,기사식당,천일기사식당,경북 청송군 현동면 새마을로 5487-1,4.47,054-872-2060
77,1138996730,다방,대박다방,경북 청송군 현동면 도평강변길 5,none,none
78,15904293,"육류,고기요리",남일식육식당,경북 청송군 현동면 도평2길 20-1,none,054-872-8027
79,15904700,한식,개미식당,경북 청송군 현동면 도평1길 9,none,054-872-8105
80,15904388,중식당,행복반점,경북 청송군 현동면 청송로 2660-1,none,none
81,31961395,"치킨,닭강정",멕시카나치킨,경북 청송군 부남면 대전리 산73,none,054-872-4273
82,15592597,한식,예원,경북 청송군 현동면 안현로 1055,none,054-872-5650
83,1807081030,다방,화신다방,경북 청송군 현동면 청송로 2659-1,none,054-874-8005
84,15904243,한식,포항식당,경북 청송군 현동면 청송로 2653,none,054-872-6566
85,38476119,"육류,고기요리",새천년참숯불갈비,경북 청송군 현동면 새마을로 5493,4.67,054-872-0933
86,33110167,한식,산촌가든,경북 청송군 현동면 새마을로 5453 거성장여관,none,none
87,15592216,"육류,고기요리",고향식육식당,경북 청송군 현동면 청송로 2662,none,054-872-8533
88,1639712059,다방,미니다방,경북 청송군 현동면 새마을로 5487-1,none,none
89,1194613463,"육류,고기요리",이도식육식당,경북 청송군 현동면 도평2길 24-1,none,054-872-8063
90,21613803,다방,도평다방,경북 청송군 현동면 청송로 2653,none,054-874-5656
91,15592408,다방,삼거리다방,경북 청송군 현동면 청송로 2643,none,054-872-8884
92,15904237,"육류,고기요리",둥지식육식당,경북 청송군 현동면 청송로 2650,none,none
93,1176937207,한식,현동식당,경북 청송군 현동면 도평2길 21 도평시장 현송식당 현동식당,none,054-872-8258
