,Num,Type,Name,Address,Score,Phone
0,1697953547,라면,퐁당라면,제주 제주시 한경면 일주서로 4533-3,4.84,0507-1416-9772
1,1478560917,라면,해녀스낵,제주 제주시 한경면 일주서로 4533-19 2층,4.48,0507-1319-2269
2,36898390,돈가스,몽땅,제주 제주시 한경면 연명로 385 몽땅,4.84,0507-1357-3241
3,1938388889,돼지고기구이,별돈별 정원본점,제주 제주시 한경면 고산로8길 21-15,4.45,064-772-5895
4,1328310071,퓨전음식,마루나키친,제주 제주시 한경면 금등4길 11 마루나키친,4.7,0507-1372-0488
5,1289060635,카페,울트라마린,제주 제주시 한경면 일주서로 4611,4.56,064-803-0414
6,1340287603,"카페,디저트",클랭블루,제주 제주시 한경면 한경해안로 552-22,4.45,0507-1335-5338
7,1717173178,한식,제주도민이네 라오면,제주 제주시 한경면 한경해안로 563-2,4.58,0507-1392-5632
8,37800796,돈가스,데미안,제주 제주시 한경면 조수리 1621,4.73,0507-1401-0552
9,37573076,햄버거,양가형제,제주 제주시 한경면 청수동8길 3,4.33,0507-1405-7734
10,1382577279,"카페,디저트",오지힐제주,제주 제주시 한경면 일주서로 4469 1층오지힐,4.58,0507-1345-0541
11,1870857815,한식,판포미인,제주 제주시 한경면 판포1길 11,4.54,064-773-7730
12,1488570716,"카페,디저트",우호적무관심,제주 제주시 한경면 저지12길 103,4.48,0507-1313-2866
13,1697953547,라면,퐁당라면,제주 제주시 한경면 일주서로 4533-3,4.84,0507-1416-9772
14,1314465754,"카페,디저트",스팅그레이,제주 제주시 한경면 대한로 860-41,4.88,0507-1429-2188
15,1171408490,향토음식,채훈이네해장국,제주 제주시 한경면 두신로 69 채훈이네해장국,4.6,0507-1463-3558
16,1248964884,양식,맛있는폴부엌,제주 제주시 한경면 녹차분재로 568,4.63,0507-1408-1624
17,1360013408,돈가스,묘한식당,제주 제주시 한경면 녹차분재로 601,4.59,064-772-4466
18,1550707819,한식,금자매식당,제주 제주시 한경면 용고로 154 1층,4.6,0507-1319-8480
19,1803980882,한식,뚱보아저씨,제주 제주시 한경면 중산간서로 3651,4.47,064-772-1112
20,1891061452,"카페,디저트",산노루 제주점,제주 제주시 한경면 낙원로 32 산노루,4.48,070-8801-0228
