,Num,Type,Name,Address,Score,Phone
0,1618248387,"카페,디저트",테라도스,제주 제주시 애월읍 애상로 207-2 테라도스,4.84,010-8565-4162
1,19872990,쌈밥,이춘옥원조고등어쌈밥,제주 제주시 애월읍 일주서로 7213,4.62,0507-1402-9914
2,37264234,아시아음식,호커센터,제주 제주시 애월읍 애월로11길 25-2 호커센터,4.9,0507-1405-8989
3,19872990,쌈밥,이춘옥원조고등어쌈밥,제주 제주시 애월읍 일주서로 7213,4.62,0507-1402-9914
4,1903527640,"초밥,롤",한라봉스시,제주 제주시 애월읍 애월북서길 54 2층,4.29,070-4566-9001
5,1431493680,"카페,디저트",미깡창고감귤밭,제주 제주시 애월읍 중산간서로 6710-1 미깡창고,4.54,0507-1408-1506
6,16870210,한식,뚱딴지 애월본점,제주 제주시 애월읍 부룡수길 17,4.67,0507-1370-2085
7,1876553757,"카페,디저트",새빌,제주 제주시 애월읍 평화로 1529,4.28,064-794-0073
8,1204310967,돼지고기구이,금돈가 제주본점,제주 제주시 애월읍 가문동남길 63 1층,4.75,0507-1396-6466
9,1431450188,카페,카페 노티드 제주,"제주 제주시 애월읍 애월로1길 24-9 1,2층",4.46,0507-1362-9377
10,1127091708,한식,해오반,제주 제주시 애월읍 고내로9길 1 1층,4.59,064-799-1123
11,1727176524,한정식,장인의집,제주 제주시 애월읍 애월로19길 31,4.37,0507-1313-1610
12,1374828905,향토음식,제주광해 애월,제주 제주시 애월읍 애월해안로 867 2층,none,0507-1312-4789
13,37191637,카페,애월더선셋,제주 제주시 애월읍 일주서로 6111,4.31,0507-1403-5943
14,1063732663,베이커리,너와의첫여행&감성귤밭카페,제주 제주시 애월읍 장소로 16 너와의첫여행,4.59,0507-1448-6891
15,33044524,쌈밥,바다속고등어쌈밥 제주애월본점,제주 제주시 애월읍 일주서로 7089 1층,4.47,0507-1479-6466
16,1117752864,"카페,디저트",엘리사,제주 제주시 애월읍 가문동상2길 28 1층,4.56,0507-1330-0126
17,1810016105,none,none,none,none,none
18,31222746,일식당,닻,제주 제주시 애월읍 가문동길 41-2,4.5,070-4147-2154
19,1290350879,"해물,생선요리",애월하미,제주 제주시 애월읍 애월북서길 54,4.28,0507-1373-9027
20,1828477580,"카페,디저트",하이엔드제주,제주 제주시 애월읍 애월북서길 56,4.26,0507-1443-4433
21,35125037,햄버거,몬스터살롱,제주 제주시 애월읍 일주서로 6017 몬스터살롱,none,0507-1414-5310
22,35125037,햄버거,몬스터살롱,제주 제주시 애월읍 일주서로 6017 몬스터살롱,none,0507-1414-5310
23,1164066100,바닷가재요리,랍스터빈,"제주 제주시 애월읍 애월해안로 752 1층, 애월 해안도로 중간 포토존입니다, 애월 해안도로 중간 포토존입니다",4.44,064-743-1979
24,340224722,"초밥,롤",스시애월,제주 제주시 애월읍 애월로9길 50-3,4.59,064-799-2008
25,37116020,두부요리,신의한모,제주 제주시 애월읍 하귀14길 11-1,4.31,064-712-9642
26,37438036,라면,노라바,제주 제주시 애월읍 구엄길 100,4.33,064-772-1900
27,1106239393,"백반,가정식",애월 우니담,제주 제주시 애월읍 고내로13길 107 2층,4.32,0507-1361-5433
28,1025731141,햄버거,버거리 제주 애월 수제버거,제주 제주시 애월읍 곽지1길 26 제2호,4.64,0507-1421-0582
29,36060798,"육류,고기요리",애월찜,제주 제주시 애월읍 애월해안로 454-5,4.66,0507-1403-7496
30,1000671392,도넛,랜디스도넛 제주직영점,제주 제주시 애월읍 애월로 27-1,4.4,064-799-0610
31,1191484324,양식,제주크랩잭,제주 제주시 애월읍 애월해안로 765,4.36,0507-1439-1263
32,1516216333,베이커리,애월빵공장앤카페,제주 제주시 애월읍 금성5길 42-15,4.36,064-799-5959
33,21423538,"카페,디저트",봄날,제주 제주시 애월읍 애월로1길 25,none,0507-1494-4999
34,38704266,전복요리,애월은혜전복,제주 제주시 애월읍 애월로1길 24-3,4.52,064-799-9060
35,1074627571,일식당,잇칸시타,제주 제주시 애월읍 신엄안2길 54-1 애월읍신엄리 950번지,4.53,064-713-5450
36,1176451757,한식,제주 김만복 애월점,제주 제주시 애월읍 애월해안로 255,4.24,064-759-8280
37,1879049530,돼지고기구이,하갈비,제주 제주시 애월읍 애월북서길 52,4.23,0507-1463-8597
38,1014682899,"카페,디저트",홀츠 애월,제주 제주시 애월읍 하소로 681-13 나동,4.81,0507-1460-2071
39,17028601,돼지고기구이,봉성식당,제주 제주시 애월읍 봉성로 66 봉성식당,4.55,064-799-0011
40,1164066100,바닷가재요리,랍스터빈,"제주 제주시 애월읍 애월해안로 752 1층, 애월 해안도로 중간 포토존입니다, 애월 해안도로 중간 포토존입니다",4.44,064-743-1979
41,1629989684,라면,해물통라면 문개항아리 애월해안도로점,제주 제주시 애월읍 가문동길 38,4.82,0507-1368-4776
42,1712742963,햄버거,다운타우너 제주 애월,제주 제주시 애월읍 애월로1길 24-9 제1동 1층 다운타우너,4.51,0507-1315-0160
43,32709011,생선회,해송수산물회센타,제주 제주시 애월읍 애월로11길 23,4.2,064-799-1662
44,1118011490,국수,하갈비국수,제주 제주시 애월읍 애월북서길 52 2층,4.42,0507-1390-2724
45,31542957,라면,놀맨,제주 제주시 애월읍 애월로1길 24,4.09,064-799-3332
46,1943823845,일식당,만지식당,제주 제주시 애월읍 고내로 13-1,4.43,0507-1415-1812
47,1913657793,와인,인디안 썸머 애월,제주 제주시 애월읍 애월로4길 9 1층,4.81,064-799-8444
48,1317146125,"백반,가정식",단소,제주 제주시 애월읍 애월로 139-4,4.6,070-8018-7178
49,702550255,인도음식,인디언키친,제주 제주시 애월읍 애원로 191,4.5,0507-1390-5859
50,1991946911,"카페,디저트",더바당 카페,제주 제주시 애월읍 애월해안로 232-1,4.84,0507-1386-7894
51,1472709772,"카페,디저트",비스마일,제주 제주시 애월읍 하소로 358 1층 비스마일,4.66,064-803-0078
52,1007297798,"카페,디저트",이너프,제주 제주시 애월읍 고성8길 33 1층,4.36,0507-1495-0012
53,1991946911,"카페,디저트",더바당 카페,제주 제주시 애월읍 애월해안로 232-1,4.84,0507-1386-7894
54,1957718117,"카페,디저트",카페브리프,제주 제주시 애월읍 광성로 76,4.56,064-711-5507
55,35357431,카페,SALON de LAVANT,제주 제주시 애월읍 하가로 146-9,4.61,0507-1328-3708
56,38677142,퓨전음식,제주 반딧불한담 애월점,제주 제주시 애월읍 애월로1길 24-11,4.52,0507-1408-0781
57,1250036232,베이커리,애월당 애월제과,제주 제주시 애월읍 애월북서길 56,4.55,0507-1492-8504
58,37170797,카페,몽상드애월,제주 제주시 애월읍 애월북서길 56-1,4.19,064-799-0090
59,1430869668,"카페,디저트",썬셋클리프,제주 제주시 애월읍 애월로1길 19-8,4.32,0507-1398-4040
60,1665072427,바(BAR),브루클린제주,제주 제주시 애월읍 신엄연대길 30,4.59,064-799-1242
61,1116585788,"카페,디저트",토토네,제주 제주시 애월읍 하귀10길 49-2 102호,4.67,0507-1335-1417
62,1418560385,돼지고기구이,고이정본점 볏짚애월곽지,제주 제주시 애월읍 애월로 6,4.61,0507-1350-0401
63,17024872,돼지고기구이,해성도뚜리,제주 제주시 애월읍 애월해안로 682,4.43,064-713-6321
64,1939124964,일식당,화랑스시,제주 제주시 애월읍 유수암로1길 41,4.77,0507-1422-6323
65,1011847132,한식,애월제주다,제주 제주시 애월읍 가문동길 17 애월제주다,4.73,0507-1334-9321
66,1170061749,퓨전음식,애월연어,제주 제주시 애월읍 하소로 660,4.58,064-799-5300
67,1027026403,"스파게티,파스타전문",코코리파이프,제주 제주시 애월읍 하귀6길 22,4.58,0507-1359-0884
68,1255816418,"카페,디저트",노을리,제주 제주시 애월읍 애월해안로 656,4.65,0507-1491-5032
69,1522376197,"카페,디저트",달빛제주,제주 제주시 애월읍 애월해안로 929,4.53,010-2851-2214
70,1561427296,"카페,디저트",골목카페옥수,제주 제주시 애월읍 소길1길 19 골목카페옥수,4.44,0507-1318-6516
